ground_truth,PIPLUP_no_merge,PIPLUP,count
<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*> Failed codec specific check.,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>.(null). Failed codec specific check.,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>.(null). Failed codec specific check.,26
<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,26
handle_will_sleep_auth_and_shield_windows: err <*>,handle_will_sleep_auth_and_shield_windows: err <*>,handle_will_sleep_auth_and_shield_windows: err <*>,26
[<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,[<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,[<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,26
handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>),handle_will_sleep_auth_and_shield_windows: Reordering authw <*>) (lock state: <*>),handle_will_sleep_auth_and_shield_windows: Reordering authw <*>) (lock state: <*>),26
<*>: manual intervention required!,en0: manual intervention required!,en0: manual intervention required!,24
"DB Error: <*> ""no such table: <*>""","DB Error: <*> ""no such table: <*>""","DB Error: <*> ""no such table: <*>""",24
<*>: DAD complete for <*> - duplicate found.,en0: DAD complete for <*> - duplicate found.,en0: DAD complete for <*> - duplicate found.,24
DB Path: <*>,DB Path: <*>,DB Path: <*>,24
"DB Query: select * from <*> where flag = <*> and type != <*> and bubbleid > <*> order by time desc, msgRelatedFlag asc, msgId desc limit <*>","DB Query: select * from <*> where flag = <*> and type != <*> and bubbleid > <*> order by time desc, msgRelatedFlag asc, msgId desc limit <*>","DB Query: select * from <*> where flag = <*> and type != <*> and bubbleid > <*> order by time desc, msgRelatedFlag asc, msgId desc limit <*>",24
<WORKFLOW>: sdk send an request to server[<*>] with <*> and data[<*>] for <*>[<*>],<WORKFLOW>: sdk send an request to server[<*>] with <*> and data[<*>] for <*> <*>],<WORKFLOW>: sdk send an request to server[<*>] with <*> and data[<*>] for <*> <*>],24
[CardDAVPlugin-ERROR] -getHomeInfo:[_controller containersAtURLs:{(,[CardDAVPlugin-ERROR] -getHomeInfo:[_controller containersAtURLs:{(,[CardDAVPlugin-ERROR] -getHomeInfo:[_controller containersAtURLs:{(,23
.sdef warning for argument <*> of command <*> in suite <*>: <*> is not a valid type name.,.sdef warning for argument '' of command '<*> Suite': <*> is not a valid type name.,.sdef warning for argument <*> of command <*> is not a valid type name.,23
network changed: <*> DNS- Proxy-,network changed: v4(en0-:<*>) v6(en0-:<*>) DNS- Proxy-,network changed: v4(en0-:<*>) v6(en0-:<*>) DNS- Proxy-,23
AutoSubmitPreference is <*>,AutoSubmitPreference is <*>,AutoSubmitPreference is <*>,23
"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)","<*> HTTP load failed (kCFStreamErrorDomainSSL, -<*>)","<*> HTTP load failed (kCFStreamErrorDomainSSL, -<*>)",22
tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Can't assign requested address,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Can't assign requested address,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Can't assign requested address,22
SysAdmChk: Throttling activity execution. memFlags:<*> thermalLevel:<*>,SysAdmChk: Throttling activity execution. memFlags:<*> thermalLevel:<*>,SysAdmChk: Throttling activity execution. memFlags:<*> thermalLevel:<*>,22
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for <*> using engine <KSUpdateEngine:<*>,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for <*> using engine <KSUpdateEngine:<*>,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for <*> using engine <KSUpdateEngine:<*>,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for <*> using engine <KSUpdateEngine:<*>,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""All Products""' using engine <KSUpdateEngine:<*>","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""<*>""' using engine <KSUpdateEngine:<*>",19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for <*> using engine <KSUpdateEngine:<*>,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""<*>""' using engine <KSUpdateEngine:<*>","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""<*>""' using engine <KSUpdateEngine:<*>",19
[<*>] <*> signalled err=<*> (<*>) (FigScheduledReadRequestRead failed) at <*> line <*>,[<*>] <*> signalled err=-<*> (err) (FigScheduledReadRequestRead failed) at <*> line <*>,[<*>] <*> signalled err=-<*> (err) (FigScheduledReadRequestRead failed) at <*> line <*>,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for <*> using engine <KSUpdateEngine:<*>,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""All Products"" using engine <KSUpdateEngine:<*>",<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for <*> using engine <KSUpdateEngine:<*>,19
"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] This process may be killed if self-update is necessary. In such cases, sub-processes may still be running to complete the self-update.","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] This process may be killed if self-update is necessary. In such cases, sub-processes may still be running to complete the self-update.","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] This process may be killed if self-update is necessary. In such cases, sub-processes may still be running to complete the self-update.",19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*>,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*>,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*>,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp checkForUpdates] Finished update check.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp checkForUpdates] Finished update check.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp checkForUpdates] Finished update check.,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=<*> and (identifier=<*>)',"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=<*> and (identifier=<*>)',"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '<*> Chrome.app' with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*>,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*>,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*>,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Finished self update check.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Finished self update check.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Finished self update check.,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Finished with engine thread,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Finished with engine thread,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Finished with engine thread,19
"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateProductID:] KSUpdateEngine updating product ID: ""<*>""","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateProductID:] KSUpdateEngine updating product ID: ""<*>""","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateProductID:] KSUpdateEngine updating product ID: ""<*>""",19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Starting engine thread,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Starting engine thread,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Starting engine thread,19
"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.",19
[<*>] fragManifold_PushBytes signalled err=<*> (<*>) (Second 'ftyp' atom encountered) at <*> line <*>,[<*>] fragManifold_PushBytes signalled err=-<*> (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at <*> line <*>,[<*>] fragManifold_PushBytes signalled err=-<*> (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at <*> line <*>,19
Couldn't find a requirement string for masquerading client <*>,Couldn't find a requirement string for masquerading client <*>,Couldn't find a requirement string for masquerading client <*>,19
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] No functional system update engine detected. Only user tickets will be processed.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] No functional system update engine detected. Only user tickets will be processed.,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] No functional system update engine detected. Only user tickets will be processed.,19
"[<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain <*> ""(<*>)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<*>{type =<*> <*> count =<*> <*>,","[<*>] [Account refresh failed with error: Error Domain=<*> Code=<*> ""(null)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = <*> dict, count = <*>,","[<*>] [Account refresh failed with error: Error Domain=<*> Code=<*> ""(null)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = <*> dict, count = <*>,",18
<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentUploader fetcher:finishedWithData:] Successfully uploaded stats to <NSMutableURLRequest: <*> { URL: <*> },<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentUploader fetcher:finishedWithData:] Successfully uploaded stats to <NSMutableURLRequest: <*> { URL: <*> },<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentUploader fetcher:finishedWithData:] Successfully uploaded stats to <NSMutableURLRequest: <*> { URL: <*> },18
"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp uploadStats:] Successfully uploaded stats <KSStatsCollection:<*> path=""<*>"", count=<*>, stats={","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp uploadStats:] Successfully uploaded stats <KSStatsCollection:<*> path=""<*>"", count=<*>, stats={","<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp uploadStats:] Successfully uploaded stats <KSStatsCollection:<*> path=""<*>"", count=<*>, stats={",18
<*> ERROR: >aq> <*>: AQBuffer * <*> has enqueue count of <*>,<*> ERROR: >aq> <*>: AQBuffer * <*> has enqueue count of <*>,<*> ERROR: >aq> <*>: AQBuffer * <*> has enqueue count of <*>,18
Session <*> created,Session <*> created,Session <*> created,18
[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Button (<*>),[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Button (<*>),[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Button (<*>),17
extension <*> -> <*>,extension <*> -> <*>,extension <*> -> <*>,17
[<*>] [Coalescing failed operation [<CalDAVAccountRefreshQueueableOperation: <*> Sequence: <*>]],[<*>] [Coalescing failed operation [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>]],[<*>] [Coalescing failed operation [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>]],16
"In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely], _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error <*>","In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely], _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error -<*>","In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely], _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error -<*>",15
-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,15
"<*> [CountryConfiguration]: Could not determine current country code: Error Domain=<*> Code=<*> <*> UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=<*> <*> UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*>}","<*>, <*> [CountryConfiguration]: Could not determine current country code: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}","<*>, <*> [CountryConfiguration]: Could not determine current country code: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",15
